Date,Close
4/17/2013 16:00:00,45.5
4/18/2013 16:00:00,45.41
4/19/2013 16:00:00,45.29
4/22/2013 16:00:00,45.59
4/23/2013 16:00:00,45.2
4/24/2013 16:00:00,44.82
4/25/2013 16:00:00,45.17
4/26/2013 16:00:00,45.1
4/29/2013 16:00:00,45.61
4/30/2013 16:00:00,46.62
5/1/2013 16:00:00,46.55
5/2/2013 16:00:00,46.88
5/3/2013 16:00:00,47.28
5/6/2013 16:00:00,47.5
5/7/2013 16:00:00,47.62
5/8/2013 16:00:00,47.88
5/9/2013 16:00:00,47.97
5/10/2013 16:00:00,48.4
5/13/2013 16:00:00,47.97
5/14/2013 16:00:00,49.24
5/15/2013 16:00:00,49.08
5/16/2013 16:00:00,49.39
5/17/2013 16:00:00,50.38
5/20/2013 16:00:00,50.79
5/21/2013 16:00:00,51.43
5/22/2013 16:00:00,50.67
5/23/2013 16:00:00,49.9
5/24/2013 16:00:00,49.26
5/28/2013 16:00:00,49.4
5/29/2013 16:00:00,49.92
5/30/2013 16:00:00,50.93
5/31/2013 16:00:00,50.08
6/3/2013 16:00:00,49.79
6/4/2013 16:00:00,48.99
6/5/2013 16:00:00,49.13
6/6/2013 16:00:00,49.12
6/7/2013 16:00:00,50.91
6/10/2013 16:00:00,50.51
6/11/2013 16:00:00,49.32
6/12/2013 16:00:00,49.16
6/13/2013 16:00:00,48.69
6/14/2013 16:00:00,48.48
6/17/2013 16:00:00,49.53
6/18/2013 16:00:00,49.78
6/19/2013 16:00:00,49.23
6/20/2013 16:00:00,49.05
6/21/2013 16:00:00,49.19
6/24/2013 16:00:00,49.3
6/25/2013 16:00:00,49.5
6/26/2013 16:00:00,50.68
6/27/2013 16:00:00,50.56
6/28/2013 16:00:00,49.68
7/1/2013 16:00:00,50.27
7/2/2013 16:00:00,49.78
7/3/2013 16:00:00,50.01
7/5/2013 16:00:00,51.45
7/8/2013 16:00:00,50.9
7/9/2013 16:00:00,51.83
7/10/2013 16:00:00,52.52
7/11/2013 16:00:00,54.15
7/12/2013 16:00:00,54.15
7/15/2013 16:00:00,53.76
7/16/2013 16:00:00,53.51
7/17/2013 16:00:00,53.5
7/18/2013 16:00:00,56.4
7/19/2013 16:00:00,56.44
7/22/2013 16:00:00,55.12
7/23/2013 16:00:00,53.83
7/24/2013 16:00:00,55.15
7/25/2013 16:00:00,55.86
7/26/2013 16:00:00,56.48
7/29/2013 16:00:00,56.66
7/30/2013 16:00:00,56.44
7/31/2013 16:00:00,56.32
8/1/2013 16:00:00,57.52
8/2/2013 16:00:00,58.64
8/5/2013 16:00:00,59.19
8/6/2013 16:00:00,58.89
8/7/2013 16:00:00,57.9
8/8/2013 16:00:00,58.52
8/9/2013 16:00:00,58.65
8/12/2013 16:00:00,58.87
8/13/2013 16:00:00,58.78
8/14/2013 16:00:00,57.72
8/15/2013 16:00:00,56.84
8/16/2013 16:00:00,56.53
8/19/2013 16:00:00,56.45
8/20/2013 16:00:00,56.7
8/21/2013 16:00:00,56.36
8/22/2013 16:00:00,57.26
8/23/2013 16:00:00,57.72
8/26/2013 16:00:00,56.89
8/27/2013 16:00:00,55.5
8/28/2013 16:00:00,55.92
8/29/2013 16:00:00,56.42
8/30/2013 16:00:00,56.07
9/3/2013 16:00:00,56.33
9/4/2013 16:00:00,56.64
9/5/2013 16:00:00,56.88
9/6/2013 16:00:00,56.3
9/9/2013 16:00:00,56.89
9/10/2013 16:00:00,58.45
9/11/2013 16:00:00,58.37
9/12/2013 16:00:00,57.78
9/13/2013 16:00:00,57.98
9/16/2013 16:00:00,58.21
9/17/2013 16:00:00,58.54
9/18/2013 16:00:00,58.05
9/19/2013 16:00:00,57.67
9/20/2013 16:00:00,58.56
9/23/2013 16:00:00,57.74
9/24/2013 16:00:00,57
9/25/2013 16:00:00,56.44
9/26/2013 16:00:00,56.71
9/27/2013 16:00:00,56.49
9/30/2013 16:00:00,56.56
10/1/2013 16:00:00,57.31
10/2/2013 16:00:00,57.34
10/3/2013 16:00:00,56.78
10/4/2013 16:00:00,57.62
10/7/2013 16:00:00,56.57
10/8/2013 16:00:00,56.24
10/9/2013 16:00:00,55.7
10/10/2013 16:00:00,57.04
10/11/2013 16:00:00,59.04
10/14/2013 16:00:00,59.45
10/15/2013 16:00:00,57.79
10/16/2013 16:00:00,57.57
10/17/2013 16:00:00,57.57
10/18/2013 16:00:00,58.41
10/21/2013 16:00:00,59.67
10/22/2013 16:00:00,58.49
10/23/2013 16:00:00,58.71
10/24/2013 16:00:00,58.59
10/25/2013 16:00:00,58.52
10/28/2013 16:00:00,58.51
10/29/2013 16:00:00,58.62
10/30/2013 16:00:00,58.63
10/31/2013 16:00:00,58.02
11/1/2013 16:00:00,58.12
11/4/2013 16:00:00,58.7
11/5/2013 16:00:00,59.16
11/6/2013 16:00:00,60.11
11/7/2013 16:00:00,59.74
11/8/2013 16:00:00,59.72
11/11/2013 16:00:00,59.67
11/12/2013 16:00:00,61.27
11/13/2013 16:00:00,61.36
11/14/2013 16:00:00,62.18
11/15/2013 16:00:00,62.65
11/18/2013 16:00:00,62.44
11/19/2013 16:00:00,61.57
11/20/2013 16:00:00,60.92
11/21/2013 16:00:00,61.17
11/22/2013 16:00:00,61.43
11/25/2013 16:00:00,60.47
11/26/2013 16:00:00,60.55
11/27/2013 16:00:00,61.74
11/29/2013 16:00:00,61.86
12/2/2013 16:00:00,62.02
12/3/2013 16:00:00,62.01
12/4/2013 16:00:00,61.98
12/5/2013 16:00:00,61.31
12/6/2013 16:00:00,61
12/9/2013 16:00:00,60.93
12/10/2013 16:00:00,60.7
12/11/2013 16:00:00,59.9
12/12/2013 16:00:00,60.09
12/13/2013 16:00:00,60.59
12/16/2013 16:00:00,60.98
12/17/2013 16:00:00,61.84
12/18/2013 16:00:00,62.3
12/19/2013 16:00:00,61.56
12/20/2013 16:00:00,62.21
12/23/2013 16:00:00,62.49
12/24/2013 16:00:00,63.08
12/26/2013 16:00:00,63.65
12/27/2013 16:00:00,63.98
12/30/2013 16:00:00,64.26
12/31/2013 16:00:00,64.5
1/2/2014 16:00:00,64.38
1/3/2014 16:00:00,64.29
1/6/2014 16:00:00,63.92
1/7/2014 16:00:00,63.94
1/8/2014 16:00:00,64.57
1/9/2014 16:00:00,64.7
1/10/2014 16:00:00,65.04
1/13/2014 16:00:00,63.3
1/14/2014 16:00:00,65.11
1/15/2014 16:00:00,65.23
1/16/2014 16:00:00,64.97
1/17/2014 16:00:00,64.51
1/21/2014 16:00:00,64.51
1/22/2014 16:00:00,64.82
1/23/2014 16:00:00,65.33
1/24/2014 16:00:00,64.69
1/27/2014 16:00:00,63.54
1/28/2014 16:00:00,65.93
1/29/2014 16:00:00,65.86
1/30/2014 16:00:00,67.07
1/31/2014 16:00:00,65.43
2/3/2014 16:00:00,63.43
2/4/2014 16:00:00,63.16
2/5/2014 16:00:00,63.98
2/6/2014 16:00:00,64.22
2/7/2014 16:00:00,64.82
2/10/2014 16:00:00,64.48
2/11/2014 16:00:00,65.01
2/12/2014 16:00:00,65.18
2/13/2014 16:00:00,65.71
2/14/2014 16:00:00,66.95
2/18/2014 16:00:00,66.41
2/19/2014 16:00:00,66.87
2/20/2014 16:00:00,67.54
2/21/2014 16:00:00,67.4
2/24/2014 16:00:00,66.88
2/25/2014 16:00:00,66.98
2/26/2014 16:00:00,67.67
2/27/2014 16:00:00,68.08
2/28/2014 16:00:00,67.42
3/3/2014 16:00:00,67.25
3/4/2014 16:00:00,68.53
3/5/2014 16:00:00,68.85
3/6/2014 16:00:00,69.24
3/7/2014 16:00:00,69.06
3/10/2014 16:00:00,68.15
3/11/2014 16:00:00,67.71
3/12/2014 16:00:00,67.72
3/13/2014 16:00:00,66.39
3/14/2014 16:00:00,67.32
3/17/2014 16:00:00,69.02
3/18/2014 16:00:00,68.95
3/19/2014 16:00:00,68.26
3/20/2014 16:00:00,67.83
3/21/2014 16:00:00,66.86
3/24/2014 16:00:00,66.62
3/25/2014 16:00:00,66.42
3/26/2014 16:00:00,65.82
3/27/2014 16:00:00,66.44
3/28/2014 16:00:00,66.19
3/31/2014 16:00:00,67.63
4/1/2014 16:00:00,68.17
4/2/2014 16:00:00,67.7
4/3/2014 16:00:00,67.04
4/4/2014 16:00:00,65.71
4/7/2014 16:00:00,66.07
4/8/2014 16:00:00,67.51
4/9/2014 16:00:00,67.87
4/10/2014 16:00:00,66.14
4/11/2014 16:00:00,65.45
4/14/2014 16:00:00,65.87
4/15/2014 16:00:00,66.29
4/16/2014 16:00:00,66.37
4/17/2014 16:00:00,66.96
4/21/2014 16:00:00,67.94
4/22/2014 16:00:00,68.3
4/23/2014 16:00:00,67.6
4/24/2014 16:00:00,67.29
4/25/2014 16:00:00,65.75
4/28/2014 16:00:00,65.87
4/29/2014 16:00:00,63.11
4/30/2014 16:00:00,64.06
5/1/2014 16:00:00,64.18
5/2/2014 16:00:00,63.2
5/5/2014 16:00:00,63.68
5/6/2014 16:00:00,63.78
5/7/2014 16:00:00,63.45
5/8/2014 16:00:00,64.03
5/9/2014 16:00:00,64.24
5/12/2014 16:00:00,65.58
5/13/2014 16:00:00,65.28
5/14/2014 16:00:00,65.07
5/15/2014 16:00:00,64.2
5/16/2014 16:00:00,63.61
5/19/2014 16:00:00,64.12
5/20/2014 16:00:00,64.2
5/21/2014 16:00:00,64.72
5/22/2014 16:00:00,65.44
5/23/2014 16:00:00,65.51
5/27/2014 16:00:00,66.03
5/28/2014 16:00:00,65.42
5/29/2014 16:00:00,65.07
5/30/2014 16:00:00,64.48
6/2/2014 16:00:00,64.49
6/3/2014 16:00:00,64.25
6/4/2014 16:00:00,64.44
6/5/2014 16:00:00,65.18
6/6/2014 16:00:00,65.83
6/9/2014 16:00:00,65.59
6/10/2014 16:00:00,65.39
6/11/2014 16:00:00,65.31
6/12/2014 16:00:00,65.4
6/13/2014 16:00:00,65.82
6/16/2014 16:00:00,66.28
6/17/2014 16:00:00,66.83
6/18/2014 16:00:00,67.74
6/19/2014 16:00:00,68.01
6/20/2014 16:00:00,67.53
6/23/2014 16:00:00,67.02
6/24/2014 16:00:00,66.55
6/25/2014 16:00:00,66.76
6/26/2014 16:00:00,66.15
6/27/2014 16:00:00,66.87
6/30/2014 16:00:00,67.03
7/1/2014 16:00:00,67.29
7/2/2014 16:00:00,67
7/3/2014 16:00:00,67.24
7/7/2014 16:00:00,65.89
7/8/2014 16:00:00,65.34
7/9/2014 16:00:00,65.41
7/10/2014 16:00:00,64.81
7/11/2014 16:00:00,64.07
7/14/2014 16:00:00,64.83
7/15/2014 16:00:00,64.72
7/16/2014 16:00:00,64.18
7/17/2014 16:00:00,63.91
7/18/2014 16:00:00,64.52
7/21/2014 16:00:00,64.22
7/22/2014 16:00:00,64.77
7/23/2014 16:00:00,66.15
7/24/2014 16:00:00,67.5
7/25/2014 16:00:00,68.48
7/28/2014 16:00:00,68.23
7/29/2014 16:00:00,68.26
7/30/2014 16:00:00,68.58
7/31/2014 16:00:00,67.87
8/1/2014 16:00:00,66.59
8/4/2014 16:00:00,66.96
8/5/2014 16:00:00,66.48
8/6/2014 16:00:00,66.13
8/7/2014 16:00:00,65.45
8/8/2014 16:00:00,65.8
8/11/2014 16:00:00,66.46
8/12/2014 16:00:00,66.44
8/13/2014 16:00:00,66.66
8/14/2014 16:00:00,66.8
8/15/2014 16:00:00,67.04
8/18/2014 16:00:00,67.37
8/19/2014 16:00:00,67.52
8/20/2014 16:00:00,67.95
8/21/2014 16:00:00,68.27
8/22/2014 16:00:00,68.15
8/25/2014 16:00:00,68.96
8/26/2014 16:00:00,69.7
8/27/2014 16:00:00,70.34
8/28/2014 16:00:00,70.15
8/29/2014 16:00:00,71.02
9/2/2014 16:00:00,70.98
9/3/2014 16:00:00,71.01
9/4/2014 16:00:00,71.51
9/5/2014 16:00:00,71.99
9/8/2014 16:00:00,71.88
9/9/2014 16:00:00,71.24
9/10/2014 16:00:00,71.26
9/11/2014 16:00:00,71.06
9/12/2014 16:00:00,71.8
9/15/2014 16:00:00,70.35
9/16/2014 16:00:00,70
9/17/2014 16:00:00,70.97
9/18/2014 16:00:00,70.77
9/19/2014 16:00:00,70.4
9/22/2014 16:00:00,69.79
9/23/2014 16:00:00,69.43
9/24/2014 16:00:00,70.53
9/25/2014 16:00:00,69.49
9/26/2014 16:00:00,69.76
9/29/2014 16:00:00,69.26
9/30/2014 16:00:00,69.24
10/1/2014 16:00:00,67.94
10/2/2014 16:00:00,68.66
10/3/2014 16:00:00,70
10/6/2014 16:00:00,69.81
10/7/2014 16:00:00,69.4
10/8/2014 16:00:00,70.26
10/9/2014 16:00:00,68.79
10/10/2014 16:00:00,66.27
10/13/2014 16:00:00,66.4
10/14/2014 16:00:00,66.49
10/15/2014 16:00:00,67.03
10/16/2014 16:00:00,67
10/17/2014 16:00:00,68.02
10/20/2014 16:00:00,68.35
10/21/2014 16:00:00,68.63
10/22/2014 16:00:00,67.38
10/23/2014 16:00:00,71
10/24/2014 16:00:00,72.7
10/27/2014 16:00:00,72.84
10/28/2014 16:00:00,73.47
10/29/2014 16:00:00,73.59
10/30/2014 16:00:00,73.91
10/31/2014 16:00:00,74.25
11/3/2014 16:00:00,73.7
11/4/2014 16:00:00,73.84
11/5/2014 16:00:00,73.89
11/6/2014 16:00:00,74.51
11/7/2014 16:00:00,74.67
11/10/2014 16:00:00,74.73
11/11/2014 16:00:00,74.85
11/12/2014 16:00:00,75.8
11/13/2014 16:00:00,76.64
11/14/2014 16:00:00,76.39
11/17/2014 16:00:00,76.67
11/18/2014 16:00:00,76.53
11/19/2014 16:00:00,76.21
11/20/2014 16:00:00,76.03
11/21/2014 16:00:00,76.72
11/24/2014 16:00:00,76.74
11/25/2014 16:00:00,76.82
11/26/2014 16:00:00,76.81
11/28/2014 16:00:00,77.31
12/1/2014 16:00:00,76.59
12/2/2014 16:00:00,76.62
12/3/2014 16:00:00,76.86
12/4/2014 16:00:00,76.93
12/5/2014 16:00:00,77.41
12/8/2014 16:00:00,77.54
12/9/2014 16:00:00,77.47
12/10/2014 16:00:00,77.24
12/11/2014 16:00:00,77.75
12/12/2014 16:00:00,76.68
12/15/2014 16:00:00,76.59
12/16/2014 16:00:00,75.37
12/17/2014 16:00:00,77.11
12/18/2014 16:00:00,78.29
12/19/2014 16:00:00,78.33
12/22/2014 16:00:00,79.8
12/23/2014 16:00:00,79.93
12/24/2014 16:00:00,80.44
12/26/2014 16:00:00,80.06
12/29/2014 16:00:00,79.61
12/30/2014 16:00:00,79.11
12/31/2014 16:00:00,78.57
1/2/2015 16:00:00,78.46
1/5/2015 16:00:00,78.01
1/6/2015 16:00:00,77.95
1/7/2015 16:00:00,78.59
1/8/2015 16:00:00,80.53
1/9/2015 16:00:00,80.58
1/12/2015 16:00:00,80.68
1/13/2015 16:00:00,79.47
1/14/2015 16:00:00,79.66
1/15/2015 16:00:00,79
1/16/2015 16:00:00,80.81
1/20/2015 16:00:00,80.19
1/21/2015 16:00:00,80.67
1/22/2015 16:00:00,79.99
1/23/2015 16:00:00,80.06
1/26/2015 16:00:00,80.03
1/27/2015 16:00:00,79.19
1/28/2015 16:00:00,77.08
1/29/2015 16:00:00,78.5
1/30/2015 16:00:00,77.17
2/2/2015 16:00:00,76.5
2/3/2015 16:00:00,77.41
2/4/2015 16:00:00,76.84
2/5/2015 16:00:00,77.24
2/6/2015 16:00:00,76.72
2/9/2015 16:00:00,76.17
2/10/2015 16:00:00,76.96
2/11/2015 16:00:00,77.18
2/12/2015 16:00:00,78.2
2/13/2015 16:00:00,80.33
2/17/2015 16:00:00,80.74
2/18/2015 16:00:00,81.29
2/19/2015 16:00:00,82.1
2/20/2015 16:00:00,82.48
2/23/2015 16:00:00,82.39
2/24/2015 16:00:00,82.84
2/25/2015 16:00:00,83.38
2/26/2015 16:00:00,83.91
2/27/2015 16:00:00,83.49
3/2/2015 16:00:00,84.35
3/3/2015 16:00:00,83.22
3/4/2015 16:00:00,82.47
3/5/2015 16:00:00,83.15
3/6/2015 16:00:00,82
3/9/2015 16:00:00,82.43
3/10/2015 16:00:00,82.03
3/11/2015 16:00:00,81.63
3/12/2015 16:00:00,81.46
3/13/2015 16:00:00,81.22
3/16/2015 16:00:00,83.09
3/17/2015 16:00:00,83.46
3/18/2015 16:00:00,84.6
3/19/2015 16:00:00,84.96
3/20/2015 16:00:00,85.12
3/23/2015 16:00:00,84.69
3/24/2015 16:00:00,83.78
3/25/2015 16:00:00,81.38
3/26/2015 16:00:00,82.19
3/27/2015 16:00:00,82.37
3/30/2015 16:00:00,83.48
3/31/2015 16:00:00,81.97
4/1/2015 16:00:00,81.87
4/2/2015 16:00:00,82.49
4/6/2015 16:00:00,82.84
4/7/2015 16:00:00,83.99
4/8/2015 16:00:00,85.22
4/9/2015 16:00:00,85.14
4/10/2015 16:00:00,84.93
4/13/2015 16:00:00,82.91
4/14/2015 16:00:00,83.77
4/15/2015 16:00:00,84.62
4/16/2015 16:00:00,84.76
4/17/2015 16:00:00,81.75
4/20/2015 16:00:00,85.88
4/21/2015 16:00:00,86.69
4/22/2015 16:00:00,87.17
4/23/2015 16:00:00,87.12
4/24/2015 16:00:00,87.55
4/27/2015 16:00:00,87.38
4/28/2015 16:00:00,87.32
4/29/2015 16:00:00,85.72
4/30/2015 16:00:00,83.48
5/1/2015 16:00:00,83.95
5/4/2015 16:00:00,83.99
5/5/2015 16:00:00,84.11
5/6/2015 16:00:00,84.54
5/7/2015 16:00:00,85.01
5/8/2015 16:00:00,85.7
5/11/2015 16:00:00,86.25
5/12/2015 16:00:00,86.01
5/13/2015 16:00:00,86.9
5/14/2015 16:00:00,88.03
5/15/2015 16:00:00,86.86
5/18/2015 16:00:00,86.71
5/19/2015 16:00:00,86.83
5/20/2015 16:00:00,87.36
5/21/2015 16:00:00,86.7
5/22/2015 16:00:00,87.22
5/26/2015 16:00:00,85.78
5/27/2015 16:00:00,83.84
5/28/2015 16:00:00,85.19
5/29/2015 16:00:00,84.72
6/1/2015 16:00:00,84.68
6/2/2015 16:00:00,83.63
6/3/2015 16:00:00,83.7
6/4/2015 16:00:00,83.66
6/5/2015 16:00:00,83.79
6/8/2015 16:00:00,83.21
6/9/2015 16:00:00,83.59
6/10/2015 16:00:00,84.77
6/11/2015 16:00:00,84.78
6/12/2015 16:00:00,83.71
6/15/2015 16:00:00,82.82
6/16/2015 16:00:00,83.49
6/17/2015 16:00:00,83.96
6/18/2015 16:00:00,84.7
6/19/2015 16:00:00,83.73
6/22/2015 16:00:00,83.94
6/23/2015 16:00:00,83.16
6/24/2015 16:00:00,81.54
6/25/2015 16:00:00,80.73
6/26/2015 16:00:00,79.66
6/29/2015 16:00:00,78.22
6/30/2015 16:00:00,79.55
7/1/2015 16:00:00,80.21
7/2/2015 16:00:00,80.31
7/6/2015 16:00:00,79.79
7/7/2015 16:00:00,79.36
7/8/2015 16:00:00,78.7
7/9/2015 16:00:00,80.66
7/10/2015 16:00:00,80.9
7/13/2015 16:00:00,79.94
7/14/2015 16:00:00,80.12
7/15/2015 16:00:00,80.03
7/16/2015 16:00:00,78.65
7/17/2015 16:00:00,78
7/20/2015 16:00:00,77.02
7/21/2015 16:00:00,78.74
7/22/2015 16:00:00,84.23
7/23/2015 16:00:00,84.1
7/24/2015 16:00:00,83.55
7/27/2015 16:00:00,82.22
7/28/2015 16:00:00,82.69
7/29/2015 16:00:00,81.35
7/30/2015 16:00:00,80.08
7/31/2015 16:00:00,80.77
8/3/2015 16:00:00,79.82
8/4/2015 16:00:00,81.63
8/5/2015 16:00:00,82.18
8/6/2015 16:00:00,81.25
8/7/2015 16:00:00,80.86
8/10/2015 16:00:00,82.59
8/11/2015 16:00:00,81.29
8/12/2015 16:00:00,80.78
8/13/2015 16:00:00,80.49
8/14/2015 16:00:00,80.82
8/17/2015 16:00:00,82.21
8/18/2015 16:00:00,82.54
8/19/2015 16:00:00,81.14
8/20/2015 16:00:00,79.89
8/21/2015 16:00:00,76.9
8/24/2015 16:00:00,74.79
8/25/2015 16:00:00,77.6
8/26/2015 16:00:00,79.52
8/27/2015 16:00:00,79.61
8/28/2015 16:00:00,78.86
8/31/2015 16:00:00,78.01
9/1/2015 16:00:00,77.24
9/2/2015 16:00:00,78.35
9/3/2015 16:00:00,78.09
9/4/2015 16:00:00,77.61
9/8/2015 16:00:00,78.29
9/9/2015 16:00:00,77.73
9/10/2015 16:00:00,78.73
9/11/2015 16:00:00,79.18
9/14/2015 16:00:00,78.66
9/15/2015 16:00:00,79.51
9/16/2015 16:00:00,79.54
9/17/2015 16:00:00,79.57
9/18/2015 16:00:00,79.9
9/21/2015 16:00:00,80.59
9/22/2015 16:00:00,80.05
9/23/2015 16:00:00,80.09
9/24/2015 16:00:00,79.37
9/25/2015 16:00:00,79.64
9/28/2015 16:00:00,78.51
9/29/2015 16:00:00,78.81
9/30/2015 16:00:00,79.33
10/1/2015 16:00:00,79.95
10/2/2015 16:00:00,80.52
10/5/2015 16:00:00,82.36
10/6/2015 16:00:00,80.37
10/7/2015 16:00:00,79.99
10/8/2015 16:00:00,79.69
10/9/2015 16:00:00,79.48
10/12/2015 16:00:00,80.15
10/13/2015 16:00:00,79.03
10/14/2015 16:00:00,78.55
10/15/2015 16:00:00,79.72
10/16/2015 16:00:00,80.9
10/19/2015 16:00:00,80.59
10/20/2015 16:00:00,81.31
10/21/2015 16:00:00,80.18
10/22/2015 16:00:00,82.04
10/23/2015 16:00:00,80.43
10/26/2015 16:00:00,80.98
10/27/2015 16:00:00,83.02
10/28/2015 16:00:00,84.81
10/29/2015 16:00:00,84.68
10/30/2015 16:00:00,84.94
11/2/2015 16:00:00,84.37
11/3/2015 16:00:00,84.39
11/4/2015 16:00:00,83.8
11/5/2015 16:00:00,81.8
11/6/2015 16:00:00,83.67
11/9/2015 16:00:00,81.76
11/10/2015 16:00:00,82.53
11/11/2015 16:00:00,82.11
11/12/2015 16:00:00,82.34
11/13/2015 16:00:00,80.83
11/16/2015 16:00:00,81.43
11/17/2015 16:00:00,82.59
11/18/2015 16:00:00,81.43
11/19/2015 16:00:00,83.6
11/20/2015 16:00:00,84.45
11/23/2015 16:00:00,84.4
11/24/2015 16:00:00,84.31
11/25/2015 16:00:00,85.86
11/27/2015 16:00:00,86.42
11/30/2015 16:00:00,87.29
12/1/2015 16:00:00,86.5
12/2/2015 16:00:00,86.93
12/3/2015 16:00:00,84.7
12/4/2015 16:00:00,86.91
12/7/2015 16:00:00,86.45
12/8/2015 16:00:00,86.63
12/9/2015 16:00:00,85.29
12/10/2015 16:00:00,84.8
12/11/2015 16:00:00,84.31
12/14/2015 16:00:00,85.24
12/15/2015 16:00:00,86.97
12/16/2015 16:00:00,86.51
12/17/2015 16:00:00,82.68
12/18/2015 16:00:00,80.62
12/21/2015 16:00:00,81.71
12/22/2015 16:00:00,82.66
12/23/2015 16:00:00,82.35
12/24/2015 16:00:00,82.6
12/28/2015 16:00:00,82.54
12/29/2015 16:00:00,83.66
12/30/2015 16:00:00,82.36
12/31/2015 16:00:00,81.38
1/4/2016 16:00:00,79.48
1/5/2016 16:00:00,79.08
1/6/2016 16:00:00,77.78
1/7/2016 16:00:00,77.51
1/8/2016 16:00:00,76.71
1/11/2016 16:00:00,76.99
